transaction_id,amount,transaction_time,merchant_category,distance_from_home,is_fraud
TXN00695,37.95,23,3,7.16,0
TXN00696,34.9,17,1,20.07,0
TXN00697,198.48,17,4,17.57,0
TXN00698,73.31,3,5,6.47,0
TXN00699,278.63,7,4,0.03,0
TXN00700,52.11,0,3,3.74,0
TXN00701,15.79,4,5,35.59,0
TXN00702,13.47,22,2,6.48,0
TXN00703,59.19,10,3,11.79,0
TXN00704,8.22,20,4,16.32,0
TXN00705,17.34,23,1,15.77,0
TXN00706,234.07,17,2,17.63,0
TXN00707,18.45,6,3,13.39,0
TXN00708,90.83,0,5,0.06,0
TXN00709,139.3,8,1,18.7,0
TXN00710,48.54,7,1,12.84,0
TXN00711,17.45,3,3,4.29,0
TXN00712,6.88,12,5,11.97,0
TXN00713,1.31,18,3,20.32,0
TXN00714,58.25,16,2,15.82,0
TXN00715,1129.3,1,2,157.38,1
TXN00716,1058.77,2,3,429.22,1
TXN00717,40.81,20,5,9.25,0
TXN00718,23.14,21,1,12.72,0
TXN00719,101.85,9,2,17.23,0
TXN00720,41.45,19,2,2.77,0
TXN00721,63.58,19,5,16.29,0
TXN00722,41.2,3,5,24.86,0
TXN00723,64.77,11,2,1.44,0
TXN00724,50.65,10,1,13.81,0
TXN00725,20.11,16,2,15.28,0
TXN00726,63.77,21,1,0.65,0
TXN00727,92.42,8,5,28.21,0
TXN00728,5.32,10,1,4.47,0
TXN00729,16.76,1,4,8.48,0
TXN00730,119.87,18,5,5.49,0
TXN00731,24.69,23,4,11.24,0
TXN00732,7.17,22,2,8.32,0
TXN00733,134.09,23,2,1.5,0
TXN00734,15.67,10,5,2.02,0
TXN00735,17.32,10,1,11.27,0
TXN00736,145.1,8,5,6.45,0
TXN00737,899.44,4,2,224.41,1
TXN00738,101.43,2,2,10.06,0
TXN00739,74.65,8,4,19.59,0
TXN00740,11.29,4,5,5.38,0
TXN00741,64.59,8,1,20.38,0
TXN00742,66.56,21,1,15.91,0
TXN00743,71.13,12,2,5.02,0
TXN00744,134.54,3,2,13.36,0
TXN00745,184.63,11,5,11.46,0
TXN00746,32.57,0,4,0.89,0
TXN00747,3.2,12,1,17.33,0
TXN00748,77.17,20,4,1.05,0
TXN00749,59.24,12,5,24.2,0
TXN00750,92.09,16,4,29.73,0
TXN00751,2.6,2,1,23.65,0
TXN00752,16.51,10,1,33.1,0
TXN00753,37.6,5,1,3.74,0
TXN00754,75.36,14,1,7.37,0
TXN00755,187.51,21,5,0.79,0
TXN00756,25.11,8,2,2.01,0
TXN00757,29.59,20,1,14.83,0
TXN00758,37.49,19,1,4.65,0
TXN00759,1.07,10,5,10.4,0
TXN00760,183.86,14,3,0.24,0
TXN00761,115.41,0,1,3.44,0
TXN00762,12.6,3,3,12.38,0
TXN00763,417.16,1,4,358.65,1
TXN00764,44.64,7,1,2.73,0
TXN00765,38.83,19,2,10.34,0
TXN00766,42.2,21,1,2.29,0
TXN00767,65.66,6,2,22.64,0
TXN00768,94.93,12,3,1.59,0
TXN00769,84.33,7,4,4.91,0
TXN00770,57.06,10,1,4.23,0
TXN00771,125.74,23,4,7.74,0
TXN00772,4.13,13,2,11.71,0
TXN00773,134.4,19,4,2.62,0
TXN00774,3.28,0,2,3.59,0
TXN00775,72.58,20,5,9.7,0
TXN00776,133.02,17,2,1.99,0
TXN00777,31.68,2,5,6.56,0
TXN00778,114.98,11,1,1.47,0
TXN00779,265.73,17,3,4.97,0
TXN00780,54.81,8,4,30.25,0
TXN00781,264.14,11,3,6.14,0
TXN00782,126.91,22,2,39.73,0
TXN00783,11.54,18,5,23.85,0
TXN00784,144.85,10,3,7.37,0
TXN00785,190.29,22,5,19.26,0
TXN00786,75.16,3,1,6.13,0
TXN00787,77.01,19,2,14.77,0
TXN00788,35.55,8,5,0.09,0
TXN00789,23.08,9,3,0.47,0
TXN00790,83.53,7,2,7.23,0
TXN00791,83.58,21,5,2.82,0
TXN00792,26.77,11,5,0.0,0
TXN00793,116.83,21,3,30.98,0
TXN00794,35.13,6,1,10.09,0
TXN00795,5.76,2,3,30.14,0
TXN00796,44.03,13,1,15.49,0
TXN00797,15.45,19,5,4.44,0
TXN00798,54.45,17,1,2.13,0
TXN00799,126.2,19,2,18.31,0
TXN00800,70.67,4,2,31.31,0
TXN00801,9.02,23,5,2.55,0
TXN00802,29.23,10,3,5.58,0
TXN00803,20.75,18,3,1.55,0
TXN00804,29.11,22,2,22.31,0
TXN00805,936.05,3,2,163.98,1
TXN00806,15.74,15,3,9.01,0
TXN00807,2.67,13,1,4.53,0
TXN00808,18.5,2,5,6.16,0
TXN00809,5.99,7,5,12.97,0
TXN00810,75.34,23,2,17.42,0
TXN00811,37.25,16,5,3.32,0
TXN00812,228.71,4,5,251.95,1
TXN00813,37.96,4,1,36.15,0
TXN00814,13.82,5,5,3.62,0
TXN00815,14.1,18,4,34.07,0
TXN00816,13.7,3,1,18.87,0
TXN00817,28.46,17,5,12.47,0
TXN00818,85.85,13,1,4.64,0
TXN00819,117.11,21,4,41.9,0
TXN00820,71.17,20,5,1.62,0
TXN00821,24.96,22,2,12.36,0
TXN00822,10.16,8,1,30.41,0
TXN00823,3.17,16,4,29.8,0
TXN00824,51.01,20,5,1.08,0
TXN00825,37.06,18,4,35.91,0
TXN00826,389.42,1,3,122.58,1
TXN00827,96.01,16,2,16.45,0
TXN00828,11.86,12,4,38.41,0
TXN00829,98.08,16,4,11.12,0
TXN00830,29.58,0,1,4.79,0
TXN00831,9.9,3,2,0.16,0
TXN00832,77.2,2,2,9.57,0
TXN00833,93.66,22,4,8.19,0
TXN00834,35.77,5,1,7.64,0
TXN00835,39.91,20,1,3.69,0
TXN00836,33.91,7,5,32.57,0
TXN00837,63.66,18,4,2.57,0
TXN00838,106.74,19,4,9.81,0
TXN00839,20.03,21,3,6.96,0
TXN00840,4.68,13,3,19.02,0
TXN00841,201.61,18,2,2.84,0
TXN00842,9.89,0,1,0.2,0
TXN00843,25.77,4,3,5.3,0
TXN00844,137.66,4,1,21.04,0
TXN00845,47.51,23,3,4.4,0
TXN00846,5.38,8,3,11.32,0
TXN00847,4.74,14,4,40.2,0
TXN00848,77.82,6,3,15.38,0
TXN00849,46.95,19,5,3.93,0
TXN00850,142.74,8,1,0.12,0
TXN00851,30.9,9,1,1.09,0
TXN00852,40.68,8,5,2.1,0
TXN00853,44.64,16,3,7.33,0
TXN00854,4.85,2,2,7.27,0
TXN00855,68.38,1,4,7.98,0
TXN00856,59.52,10,3,0.79,0
TXN00857,152.23,8,4,9.14,0
TXN00858,49.86,14,2,3.11,0
TXN00859,1.76,2,3,11.27,0
TXN00860,62.32,15,1,7.46,0
TXN00861,15.35,1,5,1.91,0
TXN00862,7.23,9,5,28.96,0
TXN00863,67.69,15,5,2.26,0
TXN00864,1061.02,1,1,224.05,1
TXN00865,138.65,8,4,28.08,0
TXN00866,13.45,8,5,9.6,0
TXN00867,68.24,5,1,6.89,0
TXN00868,68.9,17,3,22.08,0
TXN00869,5.4,14,4,5.7,0
TXN00870,65.27,18,4,9.5,0
TXN00871,51.76,9,2,12.52,0
TXN00872,5.79,16,5,20.99,0
TXN00873,68.11,14,1,2.41,0
TXN00874,16.79,15,2,0.65,0
TXN00875,31.71,2,2,9.09,0
TXN00876,46.17,15,2,21.63,0
TXN00877,25.17,3,3,3.33,0
TXN00878,607.63,2,2,501.66,1
TXN00879,18.23,13,2,5.58,0
TXN00880,12.55,10,1,4.06,0
TXN00881,101.2,0,5,10.98,0
TXN00882,601.31,20,2,377.41,1
TXN00883,28.9,3,2,10.48,0
TXN00884,138.66,17,2,6.93,0
TXN00885,77.88,12,4,8.92,0
TXN00886,27.18,10,4,2.36,0
TXN00887,17.5,2,2,5.26,0
TXN00888,129.87,20,5,0.73,0
TXN00889,11.27,20,2,21.34,0
TXN00890,85.13,19,3,1.17,0
TXN00891,18.07,3,4,2.88,0
TXN00892,37.18,22,1,4.41,0
TXN00893,22.83,19,1,17.61,0
TXN00894,13.17,22,5,3.96,0
TXN00895,22.88,9,2,28.32,0
TXN00896,105.5,20,5,4.99,0
TXN00897,41.3,2,1,19.58,0
TXN00898,57.5,16,4,19.57,0
TXN00899,69.99,21,1,1.75,0
TXN00900,56.99,12,4,2.61,0
TXN00901,7.25,16,5,12.68,0
TXN00902,66.91,17,1,4.23,0
TXN00903,27.74,9,3,2.76,0
TXN00904,22.87,18,4,1.26,0
TXN00905,12.91,10,3,4.09,0
TXN00906,70.19,23,3,8.14,0
TXN00907,27.87,0,3,11.36,0
TXN00908,27.54,9,1,2.28,0
TXN00909,20.84,12,1,9.98,0
TXN00910,39.02,12,1,6.85,0
TXN00911,136.25,6,2,7.18,0
TXN00912,7.07,16,3,2.29,0
TXN00913,36.44,20,1,0.18,0
TXN00914,79.69,2,5,9.9,0
TXN00915,59.34,15,1,13.14,0
TXN00916,60.75,23,1,6.26,0
TXN00917,104.64,8,3,1.36,0
TXN00918,17.81,6,5,2.03,0
TXN00919,97.54,12,3,0.13,0
TXN00920,27.36,7,2,23.2,0
TXN00921,12.37,7,4,2.01,0
TXN00922,68.95,14,4,7.89,0
TXN00923,201.06,17,2,7.2,0
TXN00924,227.49,19,5,8.19,0
TXN00925,20.37,18,3,4.32,0
TXN00926,24.3,22,4,6.24,0
TXN00927,65.14,10,3,4.77,0
TXN00928,90.0,16,1,0.05,0
TXN00929,82.61,23,1,8.7,0
TXN00930,28.76,4,5,4.31,0
TXN00931,57.58,19,1,0.15,0
TXN00932,12.61,11,5,4.89,0
TXN00933,591.01,5,5,324.17,1
TXN00934,29.38,3,2,8.65,0
TXN00935,51.04,9,4,6.42,0
TXN00936,64.01,21,3,2.05,0
TXN00937,46.79,1,4,12.89,0
TXN00938,69.47,15,1,8.79,0
TXN00939,8.17,18,2,5.99,0
TXN00940,160.1,16,1,3.07,0
TXN00941,140.9,0,5,17.48,0
TXN00942,32.1,13,5,10.63,0
TXN00943,87.8,9,5,16.87,0
TXN00944,76.26,22,4,14.86,0
TXN00945,69.88,0,4,2.45,0
TXN00946,32.18,21,5,21.14,0
TXN00947,1081.85,4,4,195.76,1
TXN00948,115.1,23,5,5.73,0
TXN00949,55.95,17,2,13.78,0
TXN00950,84.76,5,3,68.06,0
TXN00951,20.77,9,3,60.44,0
TXN00952,14.82,14,5,3.83,0
TXN00953,163.41,10,3,18.92,0
TXN00954,27.04,15,5,2.64,0
TXN00955,1.72,13,2,12.25,0
TXN00956,19.48,22,3,0.05,0
TXN00957,140.37,4,5,5.15,0
TXN00958,25.76,3,5,10.17,0
TXN00959,67.03,1,2,1.49,0
TXN00960,44.24,15,3,20.28,0
TXN00961,24.83,1,4,7.5,0
TXN00962,12.89,18,5,39.7,0
TXN00963,53.42,16,2,12.56,0
TXN00964,45.97,10,3,17.89,0
TXN00965,23.5,21,2,1.17,0
TXN00966,130.54,11,5,0.56,0
TXN00967,52.68,8,2,8.09,0
TXN00968,69.88,6,4,5.34,0
TXN00969,12.42,21,2,11.02,0
TXN00970,91.81,13,2,0.19,0
TXN00971,76.5,22,3,12.03,0
TXN00972,92.06,21,4,32.42,0
TXN00973,39.39,23,2,5.14,0
TXN00974,9.34,4,1,3.24,0
TXN00975,128.11,10,4,4.38,0
TXN00976,3.67,7,5,5.5,0
TXN00977,5.42,19,4,2.83,0
TXN00978,59.67,10,5,37.38,0
TXN00979,58.51,20,1,58.92,0
TXN00980,2.52,9,1,9.75,0
TXN00981,182.31,7,5,0.64,0
TXN00982,21.42,6,5,37.03,0
TXN00983,85.91,9,5,0.89,0
TXN00984,25.36,17,4,1.84,0
TXN00985,33.21,17,2,0.78,0
TXN00986,29.85,19,3,42.2,0
TXN00987,10.08,7,4,3.26,0
TXN00988,81.05,13,5,2.65,0
TXN00989,7.94,6,4,4.39,0
TXN00990,57.04,3,5,1.86,0
TXN00991,115.26,17,2,17.68,0
TXN00992,62.32,13,5,6.51,0
TXN00993,76.83,13,3,0.03,0
TXN00994,10.57,22,1,5.83,0
TXN00995,208.5,9,1,12.56,0
TXN00996,17.56,1,1,2.12,0
TXN00997,22.31,17,3,48.0,0
TXN00998,55.56,9,5,45.52,0
TXN00999,111.15,19,2,2.17,0
TXN01000,34.61,15,1,6.78,0
TXN01001,34.0,18,4,4.48,0
TXN01002,99.23,17,4,5.38,0
TXN01003,37.06,7,5,22.06,0
TXN01004,86.15,5,3,13.33,0
TXN01005,36.96,13,4,35.14,0
TXN01006,135.65,12,3,1.52,0
TXN01007,43.3,20,3,2.47,0
TXN01008,11.1,1,5,8.59,0
TXN01009,41.91,5,3,27.95,0
TXN01010,113.21,11,1,13.07,0
TXN01011,43.57,4,4,11.17,0
TXN01012,13.46,20,2,7.38,0
TXN01013,1025.82,3,5,83.85,1
TXN01014,24.62,16,4,6.13,0
TXN01015,22.63,16,2,2.71,0
TXN01016,149.31,22,3,2.72,0
TXN01017,120.54,6,5,6.28,0
TXN01018,72.48,15,2,14.29,0
TXN01019,36.97,6,5,14.67,0
TXN01020,26.36,17,5,11.22,0
TXN01021,72.96,15,1,7.15,0
TXN01022,48.74,8,4,7.13,0
TXN01023,35.79,22,4,3.26,0
TXN01024,96.86,8,1,15.9,0
TXN01025,71.07,15,1,4.09,0
TXN01026,597.7,12,1,137.44,1
TXN01027,24.88,7,2,4.98,0
TXN01028,70.47,10,1,2.37,0
TXN01029,41.65,20,5,18.02,0
TXN01030,132.11,21,2,3.83,0
TXN01031,70.2,18,1,3.32,0
TXN01032,28.11,23,1,4.04,0
TXN01033,18.39,7,3,10.14,0
TXN01034,630.83,5,3,330.97,1
TXN01035,46.77,19,4,4.31,0
TXN01036,123.05,3,2,6.08,0
TXN01037,57.68,16,1,4.26,0
TXN01038,29.6,18,2,3.26,0
TXN01039,8.67,23,3,18.94,0
TXN01040,5.66,15,1,27.41,0
TXN01041,11.27,15,2,26.4,0
TXN01042,4.19,8,4,3.19,0
TXN01043,21.88,12,1,24.45,0
TXN01044,11.5,23,2,23.51,0
TXN01045,53.14,7,2,1.95,0
TXN01046,1237.9,2,2,286.47,1
TXN01047,101.11,11,2,12.63,0
TXN01048,97.94,17,4,14.17,0
TXN01049,18.48,15,1,5.8,0
TXN01050,66.41,2,2,9.26,0
TXN01051,100.44,19,5,13.28,0
TXN01052,38.91,5,5,6.79,0
TXN01053,18.83,19,1,1.8,0
TXN01054,7.2,4,1,0.46,0
TXN01055,13.29,22,4,8.71,0
TXN01056,6.59,2,3,5.29,0
TXN01057,42.11,19,1,0.86,0
TXN01058,15.65,4,2,8.6,0
TXN01059,32.18,23,3,39.41,0
TXN01060,13.08,8,3,9.03,0
TXN01061,68.14,18,3,7.6,0
TXN01062,6.45,12,3,13.79,0
TXN01063,42.19,21,4,41.08,0
TXN01064,16.03,20,2,0.52,0
TXN01065,3.71,11,1,6.12,0
TXN01066,13.84,14,1,2.92,0
TXN01067,44.09,21,2,17.35,0
TXN01068,86.93,5,3,4.32,0
TXN01069,23.51,14,1,3.98,0
TXN01070,12.73,16,1,4.44,0
TXN01071,123.03,2,5,8.59,0
TXN01072,72.75,12,1,3.23,0
TXN01073,1101.45,5,5,316.35,1
TXN01074,2.66,4,2,5.24,0
TXN01075,9.79,17,2,4.04,0
TXN01076,132.63,13,5,2.54,0
TXN01077,14.67,14,3,14.85,0
TXN01078,3.25,2,1,10.45,0
TXN01079,14.16,2,2,17.94,0
TXN01080,85.28,16,3,32.77,0
TXN01081,30.36,3,5,7.59,0
TXN01082,39.59,4,4,8.13,0
TXN01083,2.48,15,4,5.43,0
TXN01084,10.21,12,2,8.14,0
TXN01085,14.16,23,3,3.04,0
TXN01086,19.77,1,4,24.82,0
TXN01087,51.45,15,3,0.96,0
TXN01088,19.9,17,5,15.19,0
TXN01089,1081.86,1,3,76.03,1
TXN01090,144.39,13,4,4.76,0
TXN01091,124.29,9,2,2.87,0
TXN01092,40.65,8,5,23.19,0
TXN01093,13.12,23,3,8.2,0
TXN01094,89.16,10,1,11.93,0
TXN01095,20.6,16,1,2.37,0
TXN01096,98.31,23,3,29.33,0
TXN01097,26.56,15,3,6.06,0
TXN01098,76.75,8,4,2.12,0
TXN01099,31.78,17,1,3.63,0
TXN01100,12.04,9,3,21.81,0
TXN01101,28.22,19,1,1.75,0
TXN01102,10.37,15,1,15.96,0
TXN01103,65.41,13,2,4.16,0
TXN01104,82.73,13,3,9.22,0
TXN01105,9.9,2,3,0.24,0
TXN01106,91.07,12,1,2.63,0
TXN01107,102.4,11,1,5.44,0
TXN01108,3.6,10,1,0.1,0
TXN01109,98.58,15,1,15.48,0
TXN01110,19.3,15,2,8.88,0
TXN01111,26.35,6,2,0.64,0
TXN01112,39.33,14,4,5.55,0
TXN01113,90.3,16,5,3.82,0
TXN01114,16.01,7,5,0.94,0
TXN01115,11.74,21,5,9.85,0
TXN01116,17.94,22,2,10.87,0
TXN01117,103.26,4,5,4.07,0
TXN01118,26.09,13,4,1.76,0
TXN01119,43.43,4,3,24.17,0
TXN01120,40.64,5,4,5.24,0
TXN01121,7.71,17,5,17.57,0
TXN01122,44.95,18,2,2.15,0
TXN01123,52.29,3,4,22.6,0
TXN01124,18.64,6,3,5.3,0
TXN01125,14.76,14,1,1.52,0
TXN01126,40.44,17,2,0.46,0
TXN01127,54.41,10,5,0.86,0
TXN01128,2.78,11,2,0.3,0
TXN01129,30.4,6,4,37.85,0
TXN01130,79.95,2,1,7.07,0
TXN01131,51.79,20,2,5.7,0
TXN01132,30.57,1,4,10.95,0
TXN01133,598.35,15,5,113.74,1
TXN01134,6.24,6,2,7.41,0
TXN01135,15.62,16,1,6.78,0
TXN01136,11.85,14,4,15.18,0
TXN01137,79.38,9,4,1.09,0
TXN01138,7.73,7,2,11.2,0
TXN01139,94.83,11,3,11.29,0
TXN01140,46.1,1,1,11.47,0
TXN01141,43.83,19,4,14.64,0
TXN01142,13.83,9,1,9.82,0
TXN01143,69.73,9,5,10.51,0
TXN01144,12.93,19,2,0.46,0
TXN01145,67.24,1,2,9.02,0
TXN01146,27.5,8,4,0.28,0
TXN01147,49.74,1,4,6.59,0
TXN01148,76.13,18,4,12.88,0
TXN01149,300.46,1,1,484.28,1
TXN01150,44.01,6,5,0.72,0
TXN01151,5.71,17,2,24.92,0
TXN01152,27.09,23,4,47.62,0
TXN01153,65.88,15,5,23.05,0
TXN01154,79.56,0,5,11.38,0
TXN01155,146.87,2,5,3.17,0
TXN01156,13.29,3,5,10.04,0
TXN01157,46.0,13,4,3.91,0
TXN01158,55.69,13,5,4.2,0
TXN01159,8.23,11,1,17.81,0
TXN01160,126.29,1,5,1.09,0
TXN01161,26.71,7,3,3.55,0
TXN01162,111.91,20,3,4.41,0
TXN01163,15.68,21,5,31.61,0
TXN01164,42.71,8,5,0.89,0
TXN01165,40.8,21,2,9.34,0
TXN01166,25.61,7,1,3.78,0
TXN01167,6.08,10,3,7.59,0
TXN01168,1360.64,2,4,205.86,1
TXN01169,19.25,16,2,11.16,0
TXN01170,58.32,15,3,4.54,0
TXN01171,1012.51,4,3,166.8,1
TXN01172,82.51,18,3,13.1,0
TXN01173,49.27,12,5,0.26,0
TXN01174,520.04,19,5,167.63,1
TXN01175,41.04,15,3,6.51,0
TXN01176,45.04,8,4,10.55,0
TXN01177,90.31,18,4,6.43,0
TXN01178,4.45,10,2,3.51,0
TXN01179,135.81,1,3,3.17,0
TXN01180,26.47,19,1,9.51,0
TXN01181,115.11,7,3,1.46,0
TXN01182,113.04,6,3,23.83,0
TXN01183,284.7,11,2,14.72,0
TXN01184,21.57,18,5,7.54,0
TXN01185,66.91,15,1,36.96,0
TXN01186,90.55,21,1,33.98,0
TXN01187,50.46,16,2,5.32,0
TXN01188,137.46,22,5,1.28,0
TXN01189,44.92,14,1,4.75,0
TXN01190,4.2,18,1,7.05,0
TXN01191,9.83,16,3,6.01,0
TXN01192,22.9,12,1,5.36,0
TXN01193,25.49,14,5,5.83,0
TXN01194,53.24,5,1,28.22,0
TXN01195,53.32,17,1,1.64,0
TXN01196,33.45,6,5,1.18,0
TXN01197,102.31,0,1,1.77,0
TXN01198,57.29,3,1,9.68,0
TXN01199,733.64,3,1,94.8,1
TXN01200,7.19,23,3,3.5,0
TXN01201,38.75,10,3,8.98,0
TXN01202,9.03,15,3,1.64,0
TXN01203,29.35,3,5,0.84,0
TXN01204,141.31,15,1,17.63,0
TXN01205,5.18,10,2,9.95,0
TXN01206,89.2,17,2,3.24,0
TXN01207,142.41,0,2,44.02,0
TXN01208,747.75,5,4,282.74,1
TXN01209,44.45,4,1,22.54,0
TXN01210,9.08,11,3,4.18,0
TXN01211,104.52,11,5,3.29,0
TXN01212,8.09,14,2,10.33,0
TXN01213,24.98,21,2,9.15,0
TXN01214,117.35,11,5,23.6,0
TXN01215,91.2,10,4,2.22,0
TXN01216,16.36,1,5,0.71,0
TXN01217,13.31,5,2,15.34,0
TXN01218,46.64,22,3,31.69,0
TXN01219,39.95,18,1,8.48,0
TXN01220,11.22,4,5,14.43,0
TXN01221,38.05,9,3,10.98,0
TXN01222,5.17,14,3,2.04,0
TXN01223,12.3,14,3,0.53,0
TXN01224,26.36,12,5,6.6,0
TXN01225,25.13,22,2,1.57,0
TXN01226,36.23,20,3,0.74,0
TXN01227,43.65,12,3,21.04,0
TXN01228,41.81,12,5,0.5,0
TXN01229,6.16,5,2,2.05,0
TXN01230,39.96,4,4,0.47,0
TXN01231,146.91,13,1,0.8,0
TXN01232,10.31,16,4,1.32,0
TXN01233,37.55,8,4,4.43,0
TXN01234,228.84,14,5,29.76,0
TXN01235,8.69,12,3,8.09,0
TXN01236,4.99,18,3,14.52,0
TXN01237,27.69,19,4,4.09,0
TXN01238,10.74,1,3,34.36,0
TXN01239,40.91,23,5,2.7,0
TXN01240,6.1,21,2,15.97,0
TXN01241,57.59,22,5,6.45,0
TXN01242,128.83,14,5,3.29,0
TXN01243,22.53,10,3,48.95,0
TXN01244,14.77,13,5,2.54,0
TXN01245,26.49,18,3,38.27,0
TXN01246,10.98,21,3,4.07,0
TXN01247,66.63,0,3,7.38,0
TXN01248,4.52,16,5,11.78,0
TXN01249,8.54,2,5,9.64,0
TXN01250,43.03,21,4,11.25,0
TXN01251,26.21,13,4,13.1,0
TXN01252,43.41,7,5,47.72,0
TXN01253,12.68,22,3,11.06,0
TXN01254,34.06,22,5,9.01,0
TXN01255,43.85,0,5,6.38,0
TXN01256,41.31,12,4,2.36,0
TXN01257,68.79,7,3,4.38,0
TXN01258,76.75,19,3,3.03,0
TXN01259,60.36,12,1,15.91,0
TXN01260,67.41,15,5,6.7,0
TXN01261,1110.37,4,5,132.87,1
TXN01262,20.21,8,3,3.36,0
TXN01263,67.33,12,3,8.79,0
TXN01264,142.91,22,5,6.38,0
TXN01265,5.79,17,1,4.49,0
TXN01266,7.7,2,1,2.19,0
TXN01267,2.14,10,2,22.13,0
TXN01268,46.43,18,3,9.46,0
TXN01269,18.53,8,1,3.97,0
TXN01270,9.99,15,4,15.64,0
TXN01271,25.28,12,5,5.56,0
TXN01272,48.78,15,3,0.92,0
TXN01273,10.43,19,2,3.33,0
TXN01274,26.57,8,4,10.48,0
TXN01275,56.26,8,2,26.99,0
TXN01276,2.02,2,1,21.73,0
TXN01277,31.67,19,2,21.71,0
TXN01278,85.66,3,2,13.31,0
TXN01279,12.68,8,3,0.5,0
TXN01280,14.14,8,5,0.01,0
TXN01281,117.77,9,5,2.35,0
TXN01282,27.92,4,2,24.27,0
TXN01283,3.06,6,2,11.41,0
TXN01284,135.19,6,5,27.26,0
TXN01285,19.08,18,5,14.52,0
TXN01286,59.83,17,4,5.0,0
TXN01287,8.0,1,1,13.07,0
TXN01288,43.79,9,3,3.74,0
TXN01289,28.88,21,4,13.67,0
TXN01290,14.21,18,1,4.62,0
TXN01291,70.57,22,3,18.72,0
TXN01292,11.09,5,4,4.73,0
TXN01293,21.72,15,3,2.86,0
TXN01294,20.06,19,3,20.83,0
TXN01295,19.01,12,3,15.38,0
TXN01296,16.99,5,2,29.01,0
TXN01297,58.37,22,1,11.07,0
TXN01298,14.15,18,2,0.66,0
TXN01299,10.75,13,3,30.45,0
TXN01300,20.94,23,3,16.71,0
TXN01301,146.71,21,3,16.26,0
TXN01302,216.49,7,4,9.81,0
TXN01303,51.85,12,3,32.06,0
TXN01304,13.28,6,4,2.16,0
TXN01305,86.89,9,5,10.11,0
TXN01306,26.69,4,1,3.68,0
TXN01307,33.43,15,5,39.76,0
TXN01308,135.77,14,3,18.25,0
TXN01309,56.59,16,4,12.92,0
TXN01310,6.97,17,2,0.48,0
TXN01311,163.75,14,2,9.98,0
TXN01312,16.77,2,5,3.54,0
TXN01313,75.7,19,1,2.5,0
TXN01314,3.89,14,4,7.5,0
TXN01315,10.41,17,5,0.34,0
TXN01316,302.87,5,3,351.3,1
TXN01317,46.24,19,5,5.29,0
TXN01318,830.74,4,2,266.57,1
TXN01319,15.83,1,4,7.19,0
TXN01320,20.35,5,1,54.57,0
TXN01321,29.57,19,3,0.56,0
TXN01322,212.72,4,2,464.23,1
TXN01323,93.86,21,2,1.84,0
TXN01324,7.41,13,1,12.87,0
TXN01325,133.12,0,1,1.27,0
TXN01326,36.91,17,3,4.7,0
TXN01327,49.55,9,1,13.84,0
TXN01328,125.95,15,2,0.55,0
TXN01329,11.53,23,1,4.97,0
TXN01330,82.08,12,1,5.87,0
TXN01331,57.29,9,1,19.76,0
TXN01332,101.51,18,2,7.66,0
TXN01333,2.92,6,2,43.35,0
TXN01334,71.24,21,2,7.73,0
TXN01335,243.27,19,2,1.02,0
TXN01336,62.27,13,1,0.07,0
TXN01337,26.83,18,3,0.18,0
TXN01338,118.24,5,1,30.24,0
TXN01339,8.37,14,3,5.59,0
TXN01340,4.17,2,5,20.87,0
TXN01341,118.85,18,1,7.7,0
TXN01342,92.63,15,2,3.53,0
TXN01343,18.7,13,1,18.6,0
TXN01344,124.73,2,3,3.95,0
TXN01345,2.05,17,5,0.44,0
TXN01346,101.0,5,5,1.89,0
TXN01347,33.36,20,5,1.5,0
TXN01348,30.0,21,2,7.17,0
TXN01349,74.36,9,3,0.14,0
TXN01350,82.22,6,4,9.31,0
TXN01351,36.03,1,5,5.0,0
TXN01352,40.32,6,3,12.07,0
TXN01353,11.8,16,5,17.71,0
TXN01354,54.17,8,4,10.89,0
TXN01355,744.86,5,3,72.66,1
TXN01356,17.01,6,4,34.94,0
TXN01357,67.35,3,5,19.17,0
TXN01358,7.15,4,5,7.01,0
TXN01359,89.35,15,5,4.19,0
TXN01360,50.4,22,5,1.58,0
TXN01361,140.08,22,3,17.48,0
TXN01362,60.63,10,1,4.08,0
TXN01363,19.82,5,2,1.61,0
TXN01364,46.37,3,5,4.81,0
TXN01365,8.09,9,3,2.71,0
TXN01366,18.83,11,1,7.47,0
TXN01367,72.21,16,3,16.14,0
TXN01368,10.93,3,2,21.51,0
TXN01369,22.0,22,4,0.26,0
TXN01370,59.57,0,3,0.57,0
TXN01371,48.06,10,5,4.89,0
TXN01372,5.2,7,1,0.94,0
TXN01373,1377.88,1,1,207.1,1
TXN01374,6.91,17,2,13.53,0
TXN01375,40.56,22,5,8.07,0
TXN01376,39.24,17,2,1.82,0
TXN01377,125.14,17,1,4.65,0
TXN01378,72.32,3,2,6.97,0
TXN01379,44.75,14,3,0.56,0
TXN01380,19.85,14,4,2.57,0
TXN01381,69.11,19,2,5.51,0
TXN01382,21.94,16,2,17.68,0
TXN01383,11.56,0,2,8.06,0
TXN01384,18.78,11,1,3.74,0
TXN01385,65.57,16,2,4.51,0
TXN01386,79.98,20,4,16.35,0
TXN01387,94.23,0,1,0.2,0
TXN01388,4.23,15,2,8.76,0
TXN01389,32.2,5,4,2.06,0
TXN01390,70.19,10,2,2.28,0
TXN01391,1475.71,12,4,374.24,1
